timestamp,o,d
2023-02-22 14:45:37,Beverly Shuman,1293
2023-02-22 15:03:38,Rhonda Murray,4272
2023-02-22 15:04:04,Sydney Reese,2428
2023-02-22 15:10:57,Vincent Nichols,3354
2023-02-22 15:21:49,Dean Sallee,1644
2023-02-22 15:26:26,Marquerite Whitlow,1432
2023-02-22 15:31:18,Dominic Anderegg,3839
2023-02-22 15:55:19,Colleen Manery,2154
2023-02-22 16:19:49,Bonnie Estep,641
2023-02-22 16:32:28,Sammy Rivera,1981
2023-02-22 16:40:05,Julie Menefee,538
2023-02-22 16:42:09,Linda Teal,4736
2023-02-22 16:45:49,Rufus Cardona,3340
2023-02-22 16:53:29,Daniel Michel,2582
2023-02-22 17:05:59,James Nagel,2481
2023-02-22 17:15:53,Danielle Westfield,3579
2023-02-22 17:53:32,Carolyn Smith,943
2023-02-22 17:54:52,Jean Foley,3514
2023-02-22 17:55:44,Tracie Williams,3398
2023-02-22 18:01:42,Johanna Ousley,2274
2023-02-22 18:03:09,Patrick Webster,456
2023-02-22 18:08:32,Cassandra Coy,957
2023-02-22 18:17:28,Ronald Newcombe,1957
2023-02-22 18:33:56,Elton Dunn,3212
2023-02-22 18:37:28,Mark Rodgers,1340
2023-02-22 18:59:51,Benjamin Stangl,3869
2023-02-22 19:06:31,Joseph Johnson,285
2023-02-22 19:06:36,Robert Stucky,2390
2023-02-22 19:11:17,Jose Delarosa,2235
2023-02-22 19:12:19,Antione Clemente,2028
2023-02-22 19:17:22,Charles Karl,2642
2023-02-22 19:32:40,Kristin Gremo,1251
2023-02-22 20:01:31,Rosa Sons,3125
2023-02-22 20:16:23,Casey Sturgeon,4879
2023-02-22 20:48:21,Pamela Marshall,3952
2023-02-22 20:59:36,Gregory Lane,4496
2023-02-22 21:03:56,Sam Clem,2682
2023-02-22 21:08:39,Christy Hudson,2390
2023-02-22 21:18:05,Thomas Padilla,543
2023-02-22 21:21:26,Angela Anderson,424
2023-02-22 21:26:55,Dorothy Moates,3768
2023-02-22 22:43:00,Jeffrey Cover,963
2023-02-22 23:12:11,Aubrey Mckinnis,2678
2023-02-22 23:37:48,Judy Gutierrez,3609
2023-02-22 23:42:57,Sharon Jackson,152
2023-02-22 23:44:59,Juan Stevens,3880
2023-02-22 23:53:10,Pauline Nugent,4325
2023-02-22 23:54:58,Ryan Lipkin,2552
2023-02-23 0:10:38,Derek Ward,4468
2023-02-23 0:23:01,Timothy Walker,3040
2023-02-23 0:27:15,Mary Gray,1264
2023-02-23 0:46:55,Laura Kearse,1347
2023-02-23 1:02:27,Benjamin Walker,4159
2023-02-23 1:19:02,John Vargas,348
2023-02-23 1:19:30,Ramona Rosas,2350
2023-02-23 1:20:33,Eugene Richard,348
2023-02-23 1:40:08,Robert Ladner,1101
2023-02-23 1:48:01,Arthur Nichols,2063
2023-02-23 2:19:43,Brenda Prewitt,4891
2023-02-23 2:27:24,Ola Alger,4484
2023-02-23 2:42:58,Walter Slater,4707
2023-02-23 2:43:01,Daisy Payne,1800
2023-02-23 2:45:11,Lillie Hammock,3465
2023-02-23 2:47:12,Anna Aguilera,2228
2023-02-23 2:47:29,Theresa Mays,16
2023-02-23 3:13:50,Lena Hampton,721
2023-02-23 3:15:36,Edward Archila,4463
2023-02-23 3:22:55,David Kramer,3626
2023-02-23 3:29:07,Kelly Davis,3223
2023-02-23 4:15:10,Stephen Wright,4493
2023-02-23 4:22:25,Josephine Pitts,4073
2023-02-23 4:37:21,Lindsey Everett,2125
2023-02-23 4:38:06,Gladys Mcdermott,3016
2023-02-23 4:40:28,Casey Romero,4251
2023-02-23 4:57:32,Manuel Munoz,2271
2023-02-23 5:02:05,Carolina Hinton,1514
2023-02-23 5:07:22,Joy Christiansen,4831
2023-02-23 5:16:33,Concetta Greene,3045
2023-02-23 5:56:44,Jill Clark,2871
2023-02-23 6:06:05,Albert Rodgers,916
2023-02-23 6:27:56,Dora Tucker,755
2023-02-23 6:33:01,Horace Bohman,3602
2023-02-23 6:40:35,Margaret Roach,923
2023-02-23 6:48:13,Colleen Ringhouse,1115
2023-02-23 6:57:48,Ronni Nelson,1798
2023-02-23 6:58:06,Lessie Lafontant,2033
2023-02-23 7:07:28,Steve Rocha,1848
2023-02-23 7:37:36,Gary Snowden,2791
2023-02-23 7:51:06,Larry Zanchez,4734
2023-02-23 7:59:05,Aubrey Pope,1932
2023-02-23 8:01:13,Daphne Mccord,2411
2023-02-23 8:06:45,Calvin Herman,1825
2023-02-23 8:17:27,Ryan Barton,1037
2023-02-23 8:38:40,Michael Mckeane,306
2023-02-23 8:46:44,Margaret Darling,2797
2023-02-23 9:18:51,Jillian Boylan,1029
2023-02-23 9:27:04,Shad Hubbard,2663
2023-02-23 9:29:48,Alicia Green,3730
2023-02-23 9:33:33,Jeremy Brailey,2728
2023-02-23 10:05:58,Gaylord Chapin,387
2023-02-23 10:35:20,Thea Lucas,4490
2023-02-23 10:39:40,Albert Greene,1857
2023-02-23 10:49:24,Wanda Ameduri,1019
2023-02-23 10:58:07,William Simonson,3733
2023-02-23 11:23:06,Marvin Ramey,3027
2023-02-23 11:24:17,Vernon Graff,2004
2023-02-23 11:44:43,Katherine Nelson,1877
2023-02-23 11:47:57,Elizabeth Martinez,3799
2023-02-23 12:05:02,Dorthy Tatsch,3776
2023-02-23 12:08:56,Angela Anderson,2121
2023-02-23 12:16:06,Sandra Zimmerman,3950
2023-02-23 12:16:10,Lonnie Hoyt,59
2023-02-23 12:23:38,Enid Wick,3026
2023-02-23 12:24:38,Charles Lindsey,3336
2023-02-23 12:36:48,Linda Serrano,2879
2023-02-23 12:40:54,Yvonne Seipp,3304
2023-02-23 12:56:39,Kara Curtis,1575
2023-02-23 13:10:32,Ida Gardner,3354
2023-02-23 13:11:14,Lloyd Phillip,2662
2023-02-23 13:30:22,Richard Rivera,4979
2023-02-23 14:05:21,Andrew Fontenot,1959
2023-02-23 14:38:33,Michael Alvez,1442
2023-02-23 14:54:02,Linda Birkline,1620
2023-02-23 14:57:37,John Root,4901
2023-02-23 15:34:10,Dan Savic,910
2023-02-23 15:37:02,Sidney Timmons,1786
2023-02-23 15:44:42,Shannon Duncan,2246
2023-02-23 15:53:20,Kevin Roberts,938
2023-02-23 16:10:22,Cody Frizzell,4600
2023-02-23 16:14:31,Barbara Nelson,4240
2023-02-23 16:14:41,Steven Monjaras,948
2023-02-23 16:19:58,Tracy Glover,1253
2023-02-23 16:24:34,Katie Shepard,2906
2023-02-23 16:37:53,Jeanne Jasper,815
2023-02-23 16:42:30,Jennifer Cohen,748
2023-02-23 16:44:54,Virginia Antillon,755
2023-02-23 16:48:27,Kevin Heller,1259
2023-02-23 16:55:12,Keith Reiners,787
2023-02-23 17:27:57,Oscar King,3559
2023-02-23 17:47:54,Demetra Smith,2442
2023-02-23 18:00:08,Daniel Drumheller,4318
2023-02-23 18:22:09,Christine Walton,3295
2023-02-23 18:27:27,Isabell Silveira,956
2023-02-23 18:37:01,Stephen Rapp,2956
2023-02-23 18:51:59,Corey Cummings,4475
2023-02-23 19:22:51,Jesus Johnston,4223
2023-02-23 19:38:24,Jerome Wong,1184
2023-02-23 19:56:05,Matthew Brown,1733
2023-02-23 19:58:27,Jesse Jimenez,1372
2023-02-23 19:59:49,James Weinzierl,4166
2023-02-23 20:01:35,John Clark,434
2023-02-23 20:09:18,Alberto Scott,2125
2023-02-23 20:16:30,Donnie Vargas,708
2023-02-23 20:24:02,Hang Horrell,4520
2023-02-23 20:31:11,Zoila Thompson,2473
2023-02-23 20:33:08,Stephen Mctiernan,4517
2023-02-23 20:40:42,Candice Peebles,3223
2023-02-23 20:41:51,Walter Long,2090
2023-02-23 20:42:25,Gaynelle Brown,783
2023-02-23 20:43:30,Charlie Baker,2406
2023-02-23 20:45:13,Leah Austin,4775
2023-02-23 21:01:38,Debra Berlinski,3032
2023-02-23 21:03:43,Rick Green,4843
2023-02-23 21:03:59,Ruth Harmon,3139
2023-02-23 21:09:26,Vicky Cabrera,2739
2023-02-23 21:19:30,Jae Lineberry,4700
2023-02-23 21:50:03,Angela Mcclenon,4693
2023-02-23 21:59:50,Charles Shellhammer,1962
2023-02-23 22:01:10,James Jackson,529
2023-02-23 22:07:05,Grace Torres,1809
2023-02-23 22:29:44,Frank Best,4995
2023-02-23 22:41:29,Linda Rothschild,3326
2023-02-23 22:44:58,Ronald Masterson,1606
2023-02-23 22:46:14,James Mcgee,4581
2023-02-23 22:50:37,Diane Mccormack,1291
2023-02-23 22:56:52,Eric Sigg,2573
2023-02-23 23:19:59,Charles Morris,4730
2023-02-23 23:25:33,Zoila Frasier,3989
2023-02-23 23:29:00,Scott Palmer,3375
2023-02-23 23:43:57,Denice Crabtree,1278
2023-02-24 0:05:10,Toni Martir,3338
2023-02-24 0:29:16,Eva Maranto,3766
2023-02-24 0:38:06,Robin Middleton,2694
2023-02-24 0:47:03,Melanie Williams,3675
2023-02-24 0:47:57,Larry Martinez,2174
2023-02-24 1:00:58,Peter Hayes,402
2023-02-24 1:10:51,Kristen Smith,1313
2023-02-24 1:55:03,Sara Purnell,2758
2023-02-24 1:59:20,Fred Cantu,1669
2023-02-24 2:03:20,Robert Pennell,2348
2023-02-24 2:10:00,Robin Antone,938
2023-02-24 2:12:44,Mary Wead,2172
2023-02-24 2:31:06,Jeffrey Powe,1522
2023-02-24 2:34:16,Jonathan Kim,1621
2023-02-24 3:29:14,Mary Muller,2540
2023-02-24 3:34:49,Thomas Burkley,4095
2023-02-24 3:44:33,Marian Mckinney,4094
2023-02-24 3:53:15,James Juarez,3379
2023-02-24 3:55:09,Roxanne Little,2663
2023-02-24 3:55:23,Mark Cooper,871
2023-02-24 3:58:39,Adolph Mcferren,4028
2023-02-24 4:00:50,Anne Crow,3320
2023-02-24 4:19:14,Essie Simpson,434
2023-02-24 4:20:39,Beverly Ford,3911
2023-02-24 4:39:52,Richard Clemons,4991
2023-02-24 4:58:21,Angela Ricks,4870
2023-02-24 5:02:53,James Hall,2734
2023-02-24 5:10:21,Christopher Salazar,3090
2023-02-24 5:11:19,Billy Barksdale,1784
2023-02-24 5:22:25,Edward Johnson,1864
2023-02-24 5:23:01,Alicia Carrier,3622
2023-02-24 5:29:36,Shaun Bennett,133
2023-02-24 5:33:04,Mary Foss,3407
2023-02-24 5:45:42,Cinthia Norton,4815
2023-02-24 6:22:29,Charles Rodgers,1436
2023-02-24 6:31:17,George Parker,706
2023-02-24 6:39:24,Carol Lark,4982
2023-02-24 7:02:20,Linda Kennon,1121
2023-02-24 7:10:24,Vanessa Bryant,1820
2023-02-24 7:37:39,Nakia Anderson,3379
2023-02-24 7:43:46,Helen Miller,282
2023-02-24 7:45:38,Charles Barness,2779
2023-02-24 7:46:49,Joseph Buckner,4018
2023-02-24 7:48:07,Annie Eng,3016
2023-02-24 7:49:51,Jo Sizemore,4386
2023-02-24 7:56:26,Glenna Hansen,2012
2023-02-24 8:02:06,Ethel Barnett,3434
2023-02-24 8:06:42,Natasha Schutte,1813
2023-02-24 8:12:36,Dianna Murillo,1795
2023-02-24 8:20:22,Thomas Hill,2627
2023-02-24 8:47:45,Irwin Griffin,1371
2023-02-24 9:01:52,Sandra Armbruster,3159
2023-02-24 9:24:43,Charles Beach,977
2023-02-24 9:47:17,Terrance Sandoval,3604
2023-02-24 9:54:37,Marianne North,1833
2023-02-24 9:57:40,Timothy Lugo,4240
2023-02-24 10:01:23,Lucille Robinson,3934
2023-02-24 10:07:50,Susan Ingram,3485
2023-02-24 10:10:08,Ruth Carroll,3478
2023-02-24 10:13:10,Raymond Caro,2265
2023-02-24 10:35:14,Michael Balint,2383
2023-02-24 10:55:11,Dana Brady,4591
2023-02-24 11:11:48,Richard Robinson,3212
2023-02-24 11:16:25,Clara Richardson,1782
2023-02-24 11:25:03,Nora Lybert,4385
2023-02-24 11:43:51,Staci Worsley,211
2023-02-24 11:55:05,Susan Delgado,3807
2023-02-24 12:02:06,Ralph Gills,4674
2023-02-24 12:13:20,Demetra Smith,2155
2023-02-24 12:31:00,Michele Phillips,874
2023-02-24 12:49:59,Susan Meyer,4072
2023-02-24 12:51:45,Sam Clem,3154
2023-02-24 12:53:22,Louis Marx,4896
2023-02-24 12:55:17,Donald Woods,3293
2023-02-24 13:21:52,Jordan Johnson,3581
2023-02-24 13:45:34,Norman Harris,3743
2023-02-24 13:51:04,Joseph Cousin,4039
2023-02-24 13:53:48,Diana Smith,3196
2023-02-24 13:56:44,Matthew Taylor,1139
2023-02-24 14:04:46,Michelle Anglin,4052
2023-02-24 14:22:49,Alfred Gray,1331
2023-02-24 14:46:39,Janice Poitier,153
2023-02-24 14:58:02,Morgan Russell,3875
2023-02-24 15:03:43,Bessie Davis,94
2023-02-24 15:13:00,Vincent Donaldson,2438
2023-02-24 15:20:16,Kathleen Raper,1922
2023-02-24 15:37:22,Karen Rodriguez,2450
2023-02-24 15:41:00,Dennis Graham,1194
2023-02-24 15:46:00,Nereida Badger,2059
2023-02-24 16:00:26,James Soto,103
2023-02-24 16:03:55,Audrey Shields,1429
2023-02-24 16:05:17,Nancy Jones,1801
2023-02-24 16:07:03,Marion Armstrong,4914
2023-02-24 16:22:47,John James,4401
2023-02-24 16:30:56,Issac Prendergast,2708
2023-02-24 16:44:18,Sandra Hibler,971
2023-02-24 17:01:18,Sara Fincher,3666
2023-02-24 17:04:53,Trina Lam,914
2023-02-24 17:34:57,Joseph Barron,1050
2023-02-24 17:40:12,Vickie Toan,1238
2023-02-24 17:47:17,Kenneth Smith,1783
2023-02-24 17:53:31,Joyce Price,3899
2023-02-24 17:59:21,Beryl Grim,4942
2023-02-24 18:00:01,Anna Simpson,4059
2023-02-24 18:00:09,Shannon Gee,3686
2023-02-24 18:04:36,Andrea Thornton,1580
2023-02-24 18:26:38,Christopher Mavins,4316
2023-02-24 18:44:30,Kristi Monaghan,128
2023-02-24 19:16:10,Kirk Hodges,428
2023-02-24 19:19:19,Leslie Felts,4732
2023-02-24 19:31:40,Glynda Richards,4861
2023-02-24 19:33:20,Lowell Downey,3802
2023-02-24 19:37:20,John Rice,197
2023-02-24 20:00:51,Rose Hilton,4913
2023-02-24 20:14:09,Tessa Brown,3033
2023-02-24 20:33:10,Robin Middleton,4643
2023-02-24 20:50:08,Ada Delavega,2056
2023-02-24 21:28:25,Timmy Dailey,2772
2023-02-24 21:41:11,James White,756
2023-02-24 21:53:30,Lonnie Macdonald,2941
2023-02-24 21:59:49,Brent Harris,4608
2023-02-24 22:02:02,Bertha Norwood,514
2023-02-24 22:03:40,Aisha Matheson,1838
2023-02-24 22:05:28,George Weaver,496
2023-02-24 22:13:14,Amber Helmy,2059
2023-02-24 22:15:48,Nancy Mann,1428
2023-02-24 22:30:29,Leslie Brucculeri,4698
2023-02-24 22:45:52,Dennis Cook,3107
2023-02-24 22:52:09,Marie Jaime,1323
2023-02-24 22:55:32,Joseph Lang,4907
2023-02-24 23:15:18,Catherine Lehman,4093
2023-02-24 23:25:16,Marilyn Chappell,746
2023-02-24 23:29:39,Virgilio Seal,2688
2023-02-24 23:37:41,Gilbert Whyte,1640
2023-02-25 0:06:00,Ruth Spivey,456
2023-02-25 0:20:54,Rebecca Carlock,2567
2023-02-25 0:32:52,Marquerite Whitlow,3492
2023-02-25 0:35:58,Richard Keitt,3827
2023-02-25 1:02:06,Stuart Smith,2637
2023-02-25 1:03:51,Ramon Steinle,852
2023-02-25 1:12:41,Billy Nasers,1492
2023-02-25 1:20:45,Barbara Mcmullin,2957
2023-02-25 1:34:21,Mary Salgado,3121
2023-02-25 1:39:21,John Lewis,1677
2023-02-25 1:40:46,Judy Gutierrez,711
2023-02-25 1:55:02,Jordan Madison,3450
2023-02-25 2:12:41,Sandra Church,2800
2023-02-25 2:15:30,Jeffrey Zabinski,2870
2023-02-25 2:34:21,Michael Mason,4959
2023-02-25 2:36:24,George Sampson,3644
2023-02-25 2:41:38,Angel Haack,3165
2023-02-25 3:08:25,Heather Watson,4685
2023-02-25 3:40:53,Carl Devlin,1744
2023-02-25 3:45:02,Beverly Etkin,1787
2023-02-25 4:01:00,Rebecca Yates,3322
2023-02-25 4:06:01,Roy Salazar,3716
2023-02-25 4:09:40,Marie Guimond,4204
2023-02-25 4:29:43,Allison Shipman,2222
2023-02-25 4:58:15,Amanda Israel,2067
2023-02-25 5:11:51,Maureen Legrand,3659
2023-02-25 5:21:26,Alvin Gorton,2367
2023-02-25 5:43:50,Jose Bowdry,4313
2023-02-25 5:45:13,Wesley Lee,1843
2023-02-25 5:45:36,Gail Miller,3550
2023-02-25 5:45:53,Amanda Gayle,2799
2023-02-25 5:47:35,Donna Dicks,4437
2023-02-25 5:49:16,Virginia Antillon,1178
2023-02-25 5:53:07,Charles Moss,1696
2023-02-25 5:59:59,Winston Mccormick,1357
2023-02-25 6:09:33,Effie Lebovic,501
2023-02-25 6:29:16,Don Johnson,1232
2023-02-25 6:33:31,Patrick Holmes,4423
2023-02-25 6:46:16,Debra Curnutte,1506
2023-02-25 6:55:38,Bruce Smith,1045
2023-02-25 6:55:56,Michael Christian,1166
2023-02-25 7:04:33,Mark Vargas,1826
2023-02-25 7:05:05,Elizabeth Barlett,2442
2023-02-25 7:19:31,Stephen Brown,4162
2023-02-25 7:36:07,Mariana Wirtz,3751
2023-02-25 7:37:13,Joyce Acosta,1251
2023-02-25 7:53:32,Russell Furnas,3678
2023-02-25 8:26:30,Nicole King,1943
2023-02-25 8:33:00,Danielle Franca,1447
2023-02-25 8:48:26,James Myers,4806
2023-02-25 8:48:26,Vina Haynes,363
2023-02-25 8:49:37,Nancy Snipes,2703
2023-02-25 8:57:06,Elmer Hardy,4268
2023-02-25 9:03:36,Ashley Gage,1765
2023-02-25 9:15:41,Shirley Hilbert,669
2023-02-25 9:19:49,Geraldine Abrams,221
2023-02-25 9:43:04,Morgan Russell,725
2023-02-25 9:49:09,John Dean,3333
2023-02-25 9:52:36,Lawrence Salvatore,1031
2023-02-25 10:10:06,Nicole Saldivar,3635
2023-02-25 10:10:11,Marilee Bercier,355
2023-02-25 10:25:04,Glinda Taylor,5
2023-02-25 10:31:59,Lavonne Edmond,2927
2023-02-25 10:58:05,Cory Bell,2381
2023-02-25 11:19:06,Theodore Milligan,888
2023-02-25 11:27:40,Allison Faux,1692
2023-02-25 12:21:27,Thomas Breen,2433
2023-02-25 12:22:39,Kevin Scott,3079
2023-02-25 12:41:41,Jeff Elkins,316
2023-02-25 13:06:05,Jacqueline Varner,296
2023-02-25 13:12:58,Billy Shaffer,309
2023-02-25 13:13:50,Patricia Thal,666
2023-02-25 13:14:59,Billy Shaffer,3069
2023-02-25 13:16:34,Matthew Noe,963
2023-02-25 13:27:18,Dixie Hostetler,3574
2023-02-25 13:27:50,Jacquiline Danker,85
2023-02-25 13:54:57,Bert Runyon,2709
2023-02-25 13:57:22,Norma Street,2661
2023-02-25 14:13:31,Albert Greene,2084
2023-02-25 14:26:23,Sharee Widmer,4890
2023-02-25 15:21:00,Maurice Mcleod,3744
2023-02-25 15:30:55,Bess Hardin,3228
2023-02-25 15:54:37,Reynaldo Ridley,4691
2023-02-25 16:48:36,Annie Holstine,3408
2023-02-25 16:51:21,James Hines,4804
2023-02-25 17:01:32,Deborah Morales,514
2023-02-25 18:06:10,Lisha Murphy,2755
2023-02-25 18:08:02,Anna Knight,1881
2023-02-25 18:42:41,Vina Haynes,946
2023-02-25 18:43:03,Barbara Underwood,4305
2023-02-25 18:46:22,Thomas Marti,4463
2023-02-25 18:58:44,Paula Ray,3185
2023-02-25 19:35:24,Alexander Doud,4392
2023-02-25 19:40:47,Margaret Despres,755
2023-02-25 19:42:50,Howard Charles,4795
2023-02-25 19:49:01,Bruce Adams,299
2023-02-25 19:56:52,Martha Hayes,2120
2023-02-25 20:11:12,Timothy Woods,1871
2023-02-25 20:15:46,Luke Murphy,2322
2023-02-25 20:22:59,Jessica Douglas,3532
2023-02-25 20:27:02,Ron Herndon,386
2023-02-25 20:39:15,Paul Kelley,4334
2023-02-25 20:43:51,Abraham Dellapenna,4728
2023-02-25 21:18:06,Jonathan Kim,4178
2023-02-25 21:18:11,Charles Hassinger,2300
2023-02-25 21:23:10,Patricia Thal,3608
2023-02-25 21:37:53,Katherine Gaines,1705
2023-02-25 21:41:33,John Vermillion,3000
2023-02-25 21:53:38,Roberto Rude,4018
2023-02-25 22:08:58,Karen Pierson,4169
2023-02-25 22:27:03,Norris Booth,823
2023-02-25 23:03:00,William Stoeckel,2279
2023-02-25 23:04:04,Ralph Lozano,4708
2023-02-25 23:04:09,Kevin Mitchelle,4234
2023-02-25 23:20:00,Arthur Singleton,3421
2023-02-25 23:26:57,Brenda Perrault,4665
2023-02-25 23:28:47,Ashley Laigle,1798
2023-02-25 23:32:27,Gloria Nave,3337
2023-02-25 23:41:02,Patricia Quick,4507
2023-02-25 23:42:45,Kyle Nguyen,1557
2023-02-25 23:53:29,Donald Woods,3407
2023-02-26 0:22:22,Daniel Robinson,590
2023-02-26 0:29:57,Donald Zimmerman,1640
2023-02-26 0:41:15,Ronnie Hurless,2058
2023-02-26 0:42:16,Andrea Vedder,2384
2023-02-26 1:09:21,Andrew Fontenot,3225
2023-02-26 1:19:59,Jerrod Porter,1986
2023-02-26 1:27:45,Kathleen Gassoway,55
2023-02-26 1:29:48,Kimberly Oliverio,935
2023-02-26 1:40:05,Christopher Berg,2924
2023-02-26 1:54:19,Susan Carter,3347
2023-02-26 2:19:06,Mercedes Tomita,4384
2023-02-26 2:41:07,Corine Cowdery,3912
2023-02-26 2:47:17,Laura Boyd,2783
2023-02-26 3:01:49,Beth Gordon,3146
2023-02-26 3:04:23,William Lipscomb,1886
2023-02-26 3:04:29,Margaret Glass,338
2023-02-26 3:19:30,Maria Veshedsky,4218
2023-02-26 3:27:53,Christopher Brown,4780
2023-02-26 3:49:59,Erik Tyler,1535
2023-02-26 4:00:10,Ana Bullard,4936
2023-02-26 4:00:40,Justin Ellingwood,58
2023-02-26 4:06:43,Mary Linch,2513
2023-02-26 4:07:53,Bruce Lee,1964
2023-02-26 4:14:15,Roslyn Yohn,1182
2023-02-26 4:19:20,David Walters,3
2023-02-26 4:22:05,Tony Estes,3479
2023-02-26 4:24:23,Kevin Roberts,333
2023-02-26 4:32:58,Cheryl Gibson,2162
2023-02-26 4:36:51,Kenneth Campos,899
2023-02-26 4:45:07,Lee Jacobson,2965
2023-02-26 4:46:50,Rogelio Castillo,4724
2023-02-26 4:49:28,Dale Carvalho,3624
2023-02-26 5:32:18,Sandra Ramseur,4005
2023-02-26 5:37:51,Bradley Asberry,2924
2023-02-26 5:43:47,Michael Maio,3659
2023-02-26 5:45:09,Carlos Barton,2854
2023-02-26 6:04:28,Carol Hoffman,2244
2023-02-26 6:11:44,Mary George,4465
2023-02-26 6:27:04,Weston Huth,21
2023-02-26 6:32:07,Raymond Okeefe,1791
2023-02-26 6:41:29,Anna Simpson,2578
2023-02-26 7:06:48,Ricky Ortiz,1779
2023-02-26 7:09:34,Henry Bodey,405
2023-02-26 7:10:26,Antonio Seedorf,2783
2023-02-26 7:12:38,Stefanie Smith,4999
2023-02-26 8:14:31,George Emmons,2900
2023-02-26 8:22:28,Jacob Gilpin,778
2023-02-26 8:29:50,Charles Nekola,898
2023-02-26 8:46:01,Jonathan Fulmer,178
2023-02-26 8:58:58,Jan Harper,1686
2023-02-26 9:20:43,Jonathan Fritz,4335
2023-02-26 9:25:50,Mark Sampson,1478
2023-02-26 9:33:06,Larry Zanchez,2691
2023-02-26 9:39:56,Shaun Bennett,2037
2023-02-26 9:41:37,Barbara Moore,223
2023-02-26 10:06:55,Nestor Mitchell,541
2023-02-26 10:15:43,Alexis King,522
2023-02-26 11:02:53,Anthony Cross,3409
2023-02-26 11:25:11,John Strand,3999
2023-02-26 11:30:24,Christopher Veal,3610
2023-02-26 11:43:21,Henry Rodriguez,698
2023-02-26 11:53:17,Yvonne Norton,888
2023-02-26 11:53:49,Paul Sullivan,2534
2023-02-26 11:55:50,Edward Cardozo,3786
2023-02-26 12:02:56,Elizabeth Newman,323
2023-02-26 12:16:29,Janet Thurman,3715
2023-02-26 12:19:23,Eileen Hunt,684
2023-02-26 12:23:43,Cathy Langton,2118
2023-02-26 12:24:31,Kenneth Smith,366
2023-02-26 12:29:03,William Ryan,519
2023-02-26 12:41:13,Patricia Green,3347
2023-02-26 12:53:26,Timothy Surface,2155
2023-02-26 12:53:49,Kristi Valdez,954
2023-02-26 12:55:16,Sandra Lyles,3425
2023-02-26 13:04:35,Geraldine Cerrone,2374
2023-02-26 13:07:37,Michael Clark,4598
2023-02-26 13:10:45,David Santos,4395
2023-02-26 13:31:30,Cassandra Edmonds,3564
2023-02-26 13:34:22,Maurice Schamber,607
2023-02-26 13:48:33,Christopher Boudreaux,4379
2023-02-26 14:04:54,Irwin Griffin,4818
2023-02-26 14:23:29,George Hunter,4051
2023-02-26 14:26:15,Roxanne Little,4972
2023-02-26 14:35:55,Cassandra Coy,3337
2023-02-26 14:43:23,Leo Hall,543
2023-02-26 14:55:05,Ramona Rosenberg,379
2023-02-26 15:06:46,William Filipiak,3255
2023-02-26 15:15:12,Donald Kettle,3665
2023-02-26 15:15:55,James Mitchum,3565
2023-02-26 15:17:16,Michael Maio,1467
2023-02-26 15:26:06,Gregory Cerna,2958
2023-02-26 15:28:01,Opal Sartin,2295
2023-02-26 15:40:34,Joel Mickle,3348
2023-02-26 15:50:25,Patricia Weber,1395
2023-02-26 16:04:57,Michele Phillips,2464
2023-02-26 16:18:06,Jeanne Rykert,3691
2023-02-26 16:20:01,Anne Cain,4660
2023-02-26 16:32:18,Hazel Joyner,4168
2023-02-26 17:01:09,Zachary Pinto,2979
2023-02-26 17:01:47,Deborah Nielson,3033
2023-02-26 17:08:02,Robert Kendell,4928
2023-02-26 17:23:55,Edwin Riera,2231
2023-02-26 17:32:07,Richard Demaire,2154
2023-02-26 17:42:10,Edith Dandridge,3791
2023-02-26 17:56:23,Johnny Krause,4513
2023-02-26 17:56:37,Irene Rippy,2361
2023-02-26 18:00:10,Vanessa Neely,183
2023-02-26 18:03:57,Helen Sayavong,3817
2023-02-26 18:07:06,Anthony Berkowitz,1335
2023-02-26 18:21:07,Jonathan Cryer,4434
2023-02-26 18:46:29,Bobby Lozano,2588
2023-02-26 18:51:56,Anthony Whitaker,3626
2023-02-26 19:00:39,Charles Vega,1181
2023-02-26 19:06:05,Gina Maedche,3792
2023-02-26 19:39:37,Jose Bridges,1947
2023-02-26 19:50:29,Lee Kendrick,2658
2023-02-26 20:37:32,Keith Shorts,2010
2023-02-26 20:45:19,Michael Maio,2004
2023-02-26 21:05:01,Dora Tucker,3659
2023-02-26 21:08:13,Domingo Hannah,1942
2023-02-26 21:33:10,Tara Vazquez,4597
2023-02-26 22:02:46,Anita Golden,2129
2023-02-26 22:28:26,Rhonda Stiles,2280
2023-02-26 22:37:03,Cynthia Ward,3059
2023-02-26 22:48:12,Lorraine Richmond,672
2023-02-26 23:07:45,Joyce Tilley,679
2023-02-26 23:21:00,Jean Vega,645
2023-02-26 23:23:31,Helen Ortiz,4220
2023-02-26 23:27:07,Michael Siebold,3711
2023-02-26 23:32:05,Donna Goodman,2740
2023-02-26 23:39:09,Audrey Steagell,2893
2023-02-26 23:40:57,Richard Honeycutt,248
2023-02-26 23:46:02,David Contreras,1844
2023-02-27 0:11:50,Bobby Harding,871
2023-02-27 0:22:04,Esther Bowling,3978
2023-02-27 0:25:12,Elizabeth Johnson,1685
2023-02-27 0:28:45,Oscar Johnson,725
2023-02-27 0:33:35,Richard Anthony,4411
2023-02-27 0:37:54,Stacey Mccollough,4191
2023-02-27 0:38:37,Raymond Molina,3445
2023-02-27 0:43:52,Jose Jones,201
2023-02-27 0:45:29,Anthony Banda,2651
2023-02-27 0:53:20,Mark Greco,501
